"TXNAME","GENEID"
"AT3G30180_s1","AT3G30180"
"AT3G30187.1","AT3G30187"
"AT3G30214_c2","AT3G30214"
"AT3G30214_c3","AT3G30214"
"AT3G30214_c4","AT3G30214"
"AT3G30214_s3","AT3G30214"
"AT3G30340_P1","AT3G30340"
"AT3G30380_JS2","AT3G30380"
"AT3G30380_P1","AT3G30380"
"AT3G30380_P2","AT3G30380"
"AT3G30380_c2","AT3G30380"
"AT3G30380_c3","AT3G30380"
"AT3G30470.1","AT3G30470"
"AT3G30520.1","AT3G30520"
"AT3G30540.1","AT3G30540"
"AT3G30620.1","AT3G30620"
"AT3G30620_c1","AT3G30620"
"AT3G30645.1","AT3G30645"
"AT3G30712.1","AT3G30712"
"AT3G30720_ID4","AT3G30720"
"AT3G30720_P1","AT3G30720"
"AT3G30720_P2","AT3G30720"
"AT3G30720_P3","AT3G30720"
"AT3G30724.1","AT3G30724"
"AT3G30745.1","AT3G30745"
"AT3G30818.1","AT3G30818"
"AT3G30837.1","AT3G30837"
"AT3G31005.1","AT3G31005"
"AT3G31359.1","AT3G31359"
"AT3G31374.1","AT3G31374"
"AT3G31401.1","AT3G31401"
"AT3G31530.1","AT3G31530"
"AT3G31560_P1","AT3G31560"
"AT3G32200.1","AT3G32200"
"AT3G32295.1","AT3G32295"
"AT3G32387.1","AT3G32387"
"AT3G32930_P1","AT3G32930"
"AT3G32930_P2","AT3G32930"
"AT3G32968.1","AT3G32968"
"AT3G33072.1","AT3G33072"
"AT3G33100.1","AT3G33100"
"AT3G33130.1","AT3G33130"
"AT3G33166.1","AT3G33166"
"AT3G33166_s1","AT3G33166"
"AT3G33166_s2","AT3G33166"
"AT3G33178.1","AT3G33178"
"AT3G42052.1","AT3G42052"
"AT3G42060.1","AT3G42060"
"AT3G42257.1","AT3G42257"
"AT3G42316.1","AT3G42316"
"AT3G42434.1","AT3G42434"
"AT3G42438.1","AT3G42438"
"AT3G42440.1","AT3G42440"
"AT3G42450.1","AT3G42450"
"AT3G42624.1","AT3G42624"
"AT3G42646.1","AT3G42646"
"AT3G42770.1","AT3G42770"
"AT3G42837.1","AT3G42837"
"AT3G42850_P2","AT3G42850"
"AT3G43040.1","AT3G43040"
"AT3G43080.1","AT3G43080"
"AT3G43170.1","AT3G43170"
"AT3G43190_P1","AT3G43190"
"AT3G43190_P2","AT3G43190"
"AT3G43230.1","AT3G43230"
"AT3G43290.1","AT3G43290"
"AT3G43300.1","AT3G43300"
"AT3G43300.2","AT3G43300"
"AT3G43300_JS8","AT3G43300"
"AT3G43300_c1","AT3G43300"
"AT3G43300_c2","AT3G43300"
"AT3G43433.1","AT3G43433"
"AT3G43442.1","AT3G43442"
"AT3G43620.1","AT3G43620"
"AT3G43645_P1","AT3G43645"
"AT3G43688.1","AT3G43688"
"AT3G43955.1","AT3G43955"
"AT3G43955_c1","AT3G43955"
"AT3G43955_c2","AT3G43955"
"AT3G43955_s1","AT3G43955"
"AT3G43970_P2","AT3G43970"
"AT3G44030.1","AT3G44030"
"AT3G44100_P1","AT3G44100"
"AT3G44115_P1","AT3G44115"
"AT3G44150.1","AT3G44150"
"AT3G44150_JC1","AT3G44150"
"AT3G44150_c1","AT3G44150"
"AT3G44150_c2","AT3G44150"
"AT3G44150_c3","AT3G44150"
"AT3G44240.1","AT3G44240"
"AT3G44260_P1","AT3G44260"
"AT3G44290_c1","AT3G44290"
"AT3G44290_c2","AT3G44290"
"AT3G44400_JS2","AT3G44400"
"AT3G44400_P1","AT3G44400"
"AT3G44400_P2","AT3G44400"
"AT3G44400_P3","AT3G44400"
"AT3G44400_P4","AT3G44400"
"AT3G44450_P1","AT3G44450"
"AT3G44540_ID3","AT3G44540"
"AT3G44540_P1","AT3G44540"
"AT3G44540_P3","AT3G44540"
"AT3G44540_s2","AT3G44540"
"AT3G44590.1","AT3G44590"
"AT3G44590_ID1","AT3G44590"
"AT3G44620.2","AT3G44620"
"AT3G44620_P1","AT3G44620"
"AT3G44730.1","AT3G44730"
"AT3G44730_P2","AT3G44730"
"AT3G44730_P3","AT3G44730"
"AT3G44735.2","AT3G44735"
"AT3G44735_P1","AT3G44735"
"AT3G44784.1","AT3G44784"
"AT3G44860_JS2","AT3G44860"
"AT3G44860_P1","AT3G44860"
"AT3G44860_c1","AT3G44860"
"AT3G44970_ID3","AT3G44970"
"AT3G44970_JC14","AT3G44970"
"AT3G44970_JC15","AT3G44970"
"AT3G44970_JC8","AT3G44970"
"AT3G44970_JS2","AT3G44970"
"AT3G44970_P1","AT3G44970"
"AT3G44970_P2","AT3G44970"
"AT3G44990_JS1","AT3G44990"
"AT3G44990_P1","AT3G44990"
"AT3G45020_JS2","AT3G45020"
"AT3G45020_P1","AT3G45020"
"AT3G45020_P2","AT3G45020"
"AT3G45020_P4","AT3G45020"
"AT3G45060_P1","AT3G45060"
"AT3G45070_P2","AT3G45070"
"AT3G45070_c1","AT3G45070"
"AT3G45070_c2","AT3G45070"
"AT3G45140_P1","AT3G45140"
"AT3G45140_P2","AT3G45140"
"AT3G45390.1","AT3G45390"
"AT3G45390_P1","AT3G45390"
"AT3G45420_JS2","AT3G45420"
"AT3G45420_P1","AT3G45420"
"AT3G45525.1","AT3G45525"
"AT3G45600.1","AT3G45600"
"AT3G45638.1","AT3G45638"
"AT3G45638_ID1","AT3G45638"
"AT3G45650_P1","AT3G45650"
"AT3G45650_P2","AT3G45650"
"AT3G45760.1","AT3G45760"
"AT3G45760.2","AT3G45760"
"AT3G45860_ID2","AT3G45860"
"AT3G45860_ID6","AT3G45860"
"AT3G45860_ID7","AT3G45860"
"AT3G45860_ID9","AT3G45860"
"AT3G45860_P1","AT3G45860"
"AT3G45860_c1","AT3G45860"
"AT3G45860_c2","AT3G45860"
"AT3G45920_P1","AT3G45920"
"AT3G45935.1","AT3G45935"
"AT3G45940.1","AT3G45940"
"AT3G46030_P1","AT3G46030"
"AT3G46100_ID18","AT3G46100"
"AT3G46100_ID19","AT3G46100"
"AT3G46100_ID20","AT3G46100"
"AT3G46100_ID26","AT3G46100"
"AT3G46100_ID34","AT3G46100"
"AT3G46100_ID44","AT3G46100"
"AT3G46100_ID46","AT3G46100"
"AT3G46100_P1","AT3G46100"
"AT3G46100_s1","AT3G46100"
"AT3G46100_s2","AT3G46100"
"AT3G46110_ID1","AT3G46110"
"AT3G46110_ID4","AT3G46110"
"AT3G46110_P1","AT3G46110"
"AT3G46110_P2","AT3G46110"
"AT3G46110_P3","AT3G46110"
"AT3G46110_c1","AT3G46110"
"AT3G46130_ID1","AT3G46130"
"AT3G46130_ID4","AT3G46130"
"AT3G46130_ID5","AT3G46130"
"AT3G46130_ID6","AT3G46130"
"AT3G46130_P1","AT3G46130"
"AT3G46130_P2","AT3G46130"
"AT3G46370_c1","AT3G46370"
"AT3G46490_ID20","AT3G46490"
"AT3G46490_ID23","AT3G46490"
"AT3G46490_ID28","AT3G46490"
"AT3G46490_ID35","AT3G46490"
"AT3G46490_ID9","AT3G46490"
"AT3G46490_JC1","AT3G46490"
"AT3G46490_JS14","AT3G46490"
"AT3G46490_JS4","AT3G46490"
"AT3G46490_P1","AT3G46490"
"AT3G46490_P2","AT3G46490"
"AT3G46490_c3","AT3G46490"
"AT3G46490_c4","AT3G46490"
"AT3G46490_s1","AT3G46490"
"AT3G46490_s2","AT3G46490"
"AT3G46490_s3","AT3G46490"
"AT3G46565_P1","AT3G46565"
"AT3G46590.3","AT3G46590"
"AT3G46590_ID20","AT3G46590"
"AT3G46590_ID26","AT3G46590"
"AT3G46590_ID28","AT3G46590"
"AT3G46590_ID30","AT3G46590"
"AT3G46590_ID32","AT3G46590"
"AT3G46590_ID47","AT3G46590"
"AT3G46590_ID50","AT3G46590"
"AT3G46590_JC14","AT3G46590"
"AT3G46590_P2","AT3G46590"
"AT3G46590_P4","AT3G46590"
"AT3G46590_c1","AT3G46590"
"AT3G46590_c2","AT3G46590"
"AT3G46590_s1","AT3G46590"
"AT3G46630_JS2","AT3G46630"
"AT3G46630_P1","AT3G46630"
"AT3G46650_P1","AT3G46650"
"AT3G46730_P1","AT3G46730"
"AT3G46780_ID3","AT3G46780"
"AT3G46780_ID4","AT3G46780"
"AT3G46780_P1","AT3G46780"
"AT3G46780_c1","AT3G46780"
"AT3G46780_c2","AT3G46780"
"AT3G46820_JS1","AT3G46820"
"AT3G46820_P1","AT3G46820"
"AT3G46930.1","AT3G46930"
"AT3G46930_ID3","AT3G46930"
"AT3G46930_P1","AT3G46930"
"AT3G46930_P2","AT3G46930"
"AT3G46930_P3","AT3G46930"
"AT3G46930_P4","AT3G46930"
"AT3G46930_P5","AT3G46930"
"AT3G46930_P6","AT3G46930"
"AT3G46950.1","AT3G46950"
"AT3G46950_ID4","AT3G46950"
"AT3G46970.1","AT3G46970"
"AT3G46970_JC4","AT3G46970"
"AT3G46970_c1","AT3G46970"
"AT3G46970_s1","AT3G46970"
"AT3G47000.1","AT3G47000"
"AT3G47000_ID1","AT3G47000"
"AT3G47000_P2","AT3G47000"
"AT3G47000_P3","AT3G47000"
"AT3G47010.2","AT3G47010"
"AT3G47010_P1","AT3G47010"
"AT3G47010_P3","AT3G47010"
"AT3G47010_P4","AT3G47010"
"AT3G47050.2","AT3G47050"
"AT3G47050_P1","AT3G47050"
"AT3G47080_P1","AT3G47080"
"AT3G47090_ID2","AT3G47090"
"AT3G47090_P1","AT3G47090"
"AT3G47160.1","AT3G47160"
"AT3G47160.2","AT3G47160"
"AT3G47160_JC6","AT3G47160"
"AT3G47160_P3","AT3G47160"
"AT3G47180_P1","AT3G47180"
"AT3G47295.1","AT3G47295"
"AT3G47295_ID2","AT3G47295"
"AT3G47360_ID2","AT3G47360"
"AT3G47360_P1","AT3G47360"
"AT3G47370.2","AT3G47370"
"AT3G47370_P1","AT3G47370"
"AT3G47370_P3","AT3G47370"
"AT3G47380_P1","AT3G47380"
"AT3G47390_JS14","AT3G47390"
"AT3G47390_JS8","AT3G47390"
"AT3G47390_JS9","AT3G47390"
"AT3G47390_P1","AT3G47390"
"AT3G47390_P2","AT3G47390"
"AT3G47390_s1","AT3G47390"
"AT3G47390_s2","AT3G47390"
"AT3G47390_s3","AT3G47390"
"AT3G47470.1","AT3G47470"
"AT3G47470_ID1","AT3G47470"
"AT3G47480_P1","AT3G47480"
"AT3G47500_P1","AT3G47500"
"AT3G47500_c1","AT3G47500"
"AT3G47500_c2","AT3G47500"
"AT3G47500_c3","AT3G47500"
"AT3G47520_P1","AT3G47520"
"AT3G47520_c1","AT3G47520"
"AT3G47530_P1","AT3G47530"
"AT3G47560.1","AT3G47560"
"AT3G47560.2","AT3G47560"
"AT3G47560_ID1","AT3G47560"
"AT3G47560_ID3","AT3G47560"
"AT3G47560_ID4","AT3G47560"
"AT3G47560_ID5","AT3G47560"
"AT3G47570_ID1","AT3G47570"
"AT3G47570_ID3","AT3G47570"
"AT3G47570_P1","AT3G47570"
"AT3G47570_c2","AT3G47570"
"AT3G47620_P1","AT3G47620"
"AT3G47620_s1","AT3G47620"
"AT3G47640.2","AT3G47640"
"AT3G47640.3","AT3G47640"
"AT3G47640_ID3","AT3G47640"
"AT3G47640_JS5","AT3G47640"
"AT3G47640_P1","AT3G47640"
"AT3G47690.1","AT3G47690"
"AT3G47690_ID1","AT3G47690"
"AT3G47690_ID3","AT3G47690"
"AT3G47750.1","AT3G47750"
"AT3G47750_JC12","AT3G47750"
"AT3G47750_JS1","AT3G47750"
"AT3G47750_JS2","AT3G47750"
"AT3G47750_JS3","AT3G47750"
"AT3G47750_JS4","AT3G47750"
"AT3G47800_ID1","AT3G47800"
"AT3G47800_P1","AT3G47800"
"AT3G47820_P1","AT3G47820"
"AT3G47875.1","AT3G47875"
"AT3G47910_JS2","AT3G47910"
"AT3G47910_P1","AT3G47910"
"AT3G47910_P2","AT3G47910"
"AT3G47960_P1","AT3G47960"
"AT3G47980_P1","AT3G47980"
"AT3G47990_ID4","AT3G47990"
"AT3G47990_ID5","AT3G47990"
"AT3G47990_ID6","AT3G47990"
"AT3G47990_JS8","AT3G47990"
"AT3G47990_JS9","AT3G47990"
"AT3G47990_P1","AT3G47990"
"AT3G47990_P2","AT3G47990"
"AT3G47990_P3","AT3G47990"
"AT3G47990_P4","AT3G47990"
"AT3G47990_c1","AT3G47990"
"AT3G47990_c2","AT3G47990"
"AT3G47990_c3","AT3G47990"
"AT3G48030.1","AT3G48030"
"AT3G48030_P2","AT3G48030"
"AT3G48050_JC17","AT3G48050"
"AT3G48050_JC19","AT3G48050"
"AT3G48050_P1","AT3G48050"
"AT3G48050_P2","AT3G48050"
"AT3G48080.1","AT3G48080"
"AT3G48209.1","AT3G48209"
"AT3G48260_P1","AT3G48260"
"AT3G48260_P2","AT3G48260"
"AT3G48320.1","AT3G48320"
"AT3G48330.2","AT3G48330"
"AT3G48330_ID1","AT3G48330"
"AT3G48330_ID2","AT3G48330"
"AT3G48330_ID3","AT3G48330"
"AT3G48330_ID5","AT3G48330"
"AT3G48330_P1","AT3G48330"
"AT3G48330_c1","AT3G48330"
"AT3G48330_c2","AT3G48330"
"AT3G48344_P1","AT3G48344"
"AT3G48460_JC2","AT3G48460"
"AT3G48460_P1","AT3G48460"
"AT3G48460_s1","AT3G48460"
"AT3G48500.2","AT3G48500"
"AT3G48500_P1","AT3G48500"
"AT3G48500_c1","AT3G48500"
"AT3G48500_c2","AT3G48500"
"AT3G48550_ID1","AT3G48550"
"AT3G48550_P1","AT3G48550"
"AT3G48550_P2","AT3G48550"
"AT3G48590_P1","AT3G48590"
"AT3G48600.1","AT3G48600"
"AT3G48600_P2","AT3G48600"
"AT3G48600_c1","AT3G48600"
"AT3G48650.1","AT3G48650"
"AT3G48650_c1","AT3G48650"
"AT3G48690_P1","AT3G48690"
"AT3G48700_P1","AT3G48700"
"AT3G48720_P1","AT3G48720"
"AT3G48720_c1","AT3G48720"
"AT3G48740_P1","AT3G48740"
"AT3G48740_s1","AT3G48740"
"AT3G48810_ID1","AT3G48810"
"AT3G48810_P1","AT3G48810"
"AT3G48850_P1","AT3G48850"
"AT3G49080_P1","AT3G49080"
"AT3G49120_P1","AT3G49120"
"AT3G49170_P1","AT3G49170"
"AT3G49250.1","AT3G49250"
"AT3G49250_ID3","AT3G49250"
"AT3G49290_ID10","AT3G49290"
"AT3G49290_ID3","AT3G49290"
"AT3G49290_ID6","AT3G49290"
"AT3G49290_JS2","AT3G49290"
"AT3G49290_JS3","AT3G49290"
"AT3G49290_JS4","AT3G49290"
"AT3G49290_P1","AT3G49290"
"AT3G49290_c1","AT3G49290"
"AT3G49290_s1","AT3G49290"
"AT3G49360_P1","AT3G49360"
"AT3G49430.2","AT3G49430"
"AT3G49430.3","AT3G49430"
"AT3G49430_JS2","AT3G49430"
"AT3G49430_JS3","AT3G49430"
"AT3G49430_JS5","AT3G49430"
"AT3G49430_JS6","AT3G49430"
"AT3G49430_JS8","AT3G49430"
"AT3G49430_P1","AT3G49430"
"AT3G49430_P4","AT3G49430"
"AT3G49430_P5","AT3G49430"
"AT3G49430_P6","AT3G49430"
"AT3G49430_c2","AT3G49430"
"AT3G49430_s1","AT3G49430"
"AT3G49500_JS1","AT3G49500"
"AT3G49500_P1","AT3G49500"
"AT3G49500_P2","AT3G49500"
"AT3G49500_P3","AT3G49500"
"AT3G49500_P4","AT3G49500"
"AT3G49500_P5","AT3G49500"
"AT3G49500_c2","AT3G49500"
"AT3G49590.2","AT3G49590"
"AT3G49590.3","AT3G49590"
"AT3G49590_P1","AT3G49590"
"AT3G49600_JC2","AT3G49600"
"AT3G49600_P1","AT3G49600"
"AT3G49600_P2","AT3G49600"
"AT3G49600_P3","AT3G49600"
"AT3G49600_s1","AT3G49600"
"AT3G49640_P1","AT3G49640"
"AT3G49640_P2","AT3G49640"
"AT3G49640_P3","AT3G49640"
"AT3G49640_P4","AT3G49640"
"AT3G49640_P5","AT3G49640"
"AT3G49670_P1","AT3G49670"
"AT3G49680.2","AT3G49680"
"AT3G49680_ID2","AT3G49680"
"AT3G49680_JS1","AT3G49680"
"AT3G49680_P1","AT3G49680"
"AT3G49710.1","AT3G49710"
"AT3G49725_ID1","AT3G49725"
"AT3G49725_P1","AT3G49725"
"AT3G49780_P1","AT3G49780"
"AT3G49790_P1","AT3G49790"
"AT3G49840.1","AT3G49840"
"AT3G49840_ID2","AT3G49840"
"AT3G49840_ID3","AT3G49840"
"AT3G49840_ID6","AT3G49840"
"AT3G49840_ID8","AT3G49840"
"AT3G49840_P2","AT3G49840"
"AT3G49930_P1","AT3G49930"
"AT3G49940_P1","AT3G49940"
"AT3G50100.1","AT3G50100"
"AT3G50100_ID8","AT3G50100"
"AT3G50100_P2","AT3G50100"
"AT3G50140_P1","AT3G50140"
"AT3G50140_P2","AT3G50140"
"AT3G50150_P1","AT3G50150"
"AT3G50150_P2","AT3G50150"
"AT3G50240_JC23","AT3G50240"
"AT3G50240_JC26","AT3G50240"
"AT3G50240_JC7","AT3G50240"
"AT3G50240_JS10","AT3G50240"
"AT3G50240_JS2","AT3G50240"
"AT3G50240_JS4","AT3G50240"
"AT3G50240_JS5","AT3G50240"
"AT3G50240_JS6","AT3G50240"
"AT3G50240_JS8","AT3G50240"
"AT3G50240_P1","AT3G50240"
"AT3G50240_P2","AT3G50240"
"AT3G50240_P3","AT3G50240"
"AT3G50240_c1","AT3G50240"
"AT3G50240_c2","AT3G50240"
"AT3G50340_P1","AT3G50340"
"AT3G50380.1","AT3G50380"
"AT3G50380_P2","AT3G50380"
"AT3G50380_P3","AT3G50380"
"AT3G50380_P4","AT3G50380"
"AT3G50380_c1","AT3G50380"
"AT3G50380_c2","AT3G50380"
"AT3G50380_s1","AT3G50380"
"AT3G50380_s2","AT3G50380"
"AT3G50380_s3","AT3G50380"
"AT3G50440_P1","AT3G50440"
"AT3G50480_P1","AT3G50480"
"AT3G50480_P2","AT3G50480"
"AT3G50500.2","AT3G50500"
"AT3G50500_ID1","AT3G50500"
"AT3G50500_ID3","AT3G50500"
"AT3G50500_ID4","AT3G50500"
"AT3G50500_P1","AT3G50500"
"AT3G50500_c1","AT3G50500"
"AT3G50520_P1","AT3G50520"
"AT3G50550.2","AT3G50550"
"AT3G50550_JC3","AT3G50550"
"AT3G50550_P1","AT3G50550"
"AT3G50560_JC7","AT3G50560"
"AT3G50560_JS1","AT3G50560"
"AT3G50560_JS3","AT3G50560"
"AT3G50560_JS5","AT3G50560"
"AT3G50560_P1","AT3G50560"
"AT3G50560_c1","AT3G50560"
"AT3G50560_s2","AT3G50560"
"AT3G50570_P2","AT3G50570"
"AT3G50630_ID1","AT3G50630"
"AT3G50630_P1","AT3G50630"
"AT3G50630_P2","AT3G50630"
"AT3G50650_P1","AT3G50650"
"AT3G50660_ID1","AT3G50660"
"AT3G50660_P1","AT3G50660"
"AT3G50660_P2","AT3G50660"
"AT3G50770_P1","AT3G50770"
"AT3G50770_c1","AT3G50770"
"AT3G50790.1","AT3G50790"
"AT3G50790_ID2","AT3G50790"
"AT3G50790_ID4","AT3G50790"
"AT3G50790_ID5","AT3G50790"
"AT3G50790_JS1","AT3G50790"
"AT3G50790_JS2","AT3G50790"
"AT3G50790_c1","AT3G50790"
"AT3G50790_c2","AT3G50790"
"AT3G50840_P1","AT3G50840"
"AT3G50840_P2","AT3G50840"
"AT3G50840_P3","AT3G50840"
"AT3G50845.1","AT3G50845"
"AT3G50845_ID2","AT3G50845"
"AT3G50880_P1","AT3G50880"
"AT3G50880_c1","AT3G50880"
"AT3G50930_P1","AT3G50930"
"AT3G50970_P1","AT3G50970"
"AT3G51135.1","AT3G51135"
"AT3G51210.1","AT3G51210"
"AT3G51238.1","AT3G51238"
"AT3G51240.1","AT3G51240"
"AT3G51240.2","AT3G51240"
"AT3G51270.2","AT3G51270"
"AT3G51270_JC4","AT3G51270"
"AT3G51270_JC5","AT3G51270"
"AT3G51270_JC7","AT3G51270"
"AT3G51270_P1","AT3G51270"
"AT3G51270_s1","AT3G51270"
"AT3G51270_s2","AT3G51270"
"AT3G51270_s3","AT3G51270"
"AT3G51270_s4","AT3G51270"
"AT3G51330_ID2","AT3G51330"
"AT3G51330_ID4","AT3G51330"
"AT3G51330_P1","AT3G51330"
"AT3G51330_P2","AT3G51330"
"AT3G51330_P3","AT3G51330"
"AT3G51420_P1","AT3G51420"
"AT3G51420_s1","AT3G51420"
"AT3G51440_ID3","AT3G51440"
"AT3G51440_P1","AT3G51440"
"AT3G51440_s1","AT3G51440"
"AT3G51450_P1","AT3G51450"
"AT3G51610_ID1","AT3G51610"
"AT3G51610_P1","AT3G51610"
"AT3G51620.1","AT3G51620"
"AT3G51620_JS1","AT3G51620"
"AT3G51620_P2","AT3G51620"
"AT3G51620_P3","AT3G51620"
"AT3G51620_c2","AT3G51620"
"AT3G51620_s2","AT3G51620"
"AT3G51640.2","AT3G51640"
"AT3G51640_ID3","AT3G51640"
"AT3G51640_ID6","AT3G51640"
"AT3G51640_ID7","AT3G51640"
"AT3G51640_P1","AT3G51640"
"AT3G51640_P2","AT3G51640"
"AT3G51660_P1","AT3G51660"
"AT3G51680_P1","AT3G51680"
"AT3G51840_ID1","AT3G51840"
"AT3G51840_ID4","AT3G51840"
"AT3G51840_ID6","AT3G51840"
"AT3G51840_JC1","AT3G51840"
"AT3G51840_P1","AT3G51840"
"AT3G51840_s1","AT3G51840"
"AT3G51840_s2","AT3G51840"
"AT3G51860_ID4","AT3G51860"
"AT3G51860_JS5","AT3G51860"
"AT3G51860_P1","AT3G51860"
"AT3G51860_P2","AT3G51860"
"AT3G51860_c1","AT3G51860"
"AT3G51920_ID1","AT3G51920"
"AT3G51920_ID4","AT3G51920"
"AT3G51920_JC5","AT3G51920"
"AT3G51920_P1","AT3G51920"
"AT3G51920_c1","AT3G51920"
"AT3G51950_ID1","AT3G51950"
"AT3G51950_ID3","AT3G51950"
"AT3G51950_ID6","AT3G51950"
"AT3G51950_ID7","AT3G51950"
"AT3G51950_ID9","AT3G51950"
"AT3G51950_P1","AT3G51950"
"AT3G51950_P2","AT3G51950"
"AT3G51950_P3","AT3G51950"
"AT3G51950_s1","AT3G51950"
"AT3G51950_s2","AT3G51950"
"AT3G52030.1","AT3G52030"
"AT3G52030.2","AT3G52030"
"AT3G52030_ID14","AT3G52030"
"AT3G52030_ID15","AT3G52030"
"AT3G52030_ID21","AT3G52030"
"AT3G52030_ID22","AT3G52030"
"AT3G52050.4","AT3G52050"
"AT3G52050.5","AT3G52050"
"AT3G52050_ID149","AT3G52050"
"AT3G52050_ID197","AT3G52050"
"AT3G52050_ID23","AT3G52050"
"AT3G52050_ID33","AT3G52050"
"AT3G52050_ID35","AT3G52050"
"AT3G52050_ID44","AT3G52050"
"AT3G52050_ID46","AT3G52050"
"AT3G52050_ID48","AT3G52050"
"AT3G52050_ID53","AT3G52050"
"AT3G52050_ID71","AT3G52050"
"AT3G52050_ID79","AT3G52050"
"AT3G52050_ID81","AT3G52050"
"AT3G52050_JC22","AT3G52050"
"AT3G52050_JC23","AT3G52050"
"AT3G52050_JS25","AT3G52050"
"AT3G52050_JS26","AT3G52050"
"AT3G52050_JS27","AT3G52050"
"AT3G52050_JS30","AT3G52050"
"AT3G52050_P1","AT3G52050"
"AT3G52050_P2","AT3G52050"
"AT3G52050_P3","AT3G52050"
"AT3G52050_P6","AT3G52050"
"AT3G52050_P7","AT3G52050"
"AT3G52050_c1","AT3G52050"
"AT3G52050_s1","AT3G52050"
"AT3G52050_s2","AT3G52050"
"AT3G52060_P1","AT3G52060"
"AT3G52072.1","AT3G52072"
"AT3G52072_ID1","AT3G52072"
"AT3G52072_ID11","AT3G52072"
"AT3G52072_ID12","AT3G52072"
"AT3G52072_ID15","AT3G52072"
"AT3G52072_ID2","AT3G52072"
"AT3G52072_ID5","AT3G52072"
"AT3G52072_ID6","AT3G52072"
"AT3G52070.2","AT3G52070"
"AT3G52120.2","AT3G52120"
"AT3G52120_ID17","AT3G52120"
"AT3G52120_ID18","AT3G52120"
"AT3G52120_ID7","AT3G52120"
"AT3G52120_ID8","AT3G52120"
"AT3G52120_JC10","AT3G52120"
"AT3G52120_P1","AT3G52120"
"AT3G52140.2","AT3G52140"
"AT3G52140.3","AT3G52140"
"AT3G52140.4","AT3G52140"
"AT3G52140_ID10","AT3G52140"
"AT3G52140_ID4","AT3G52140"
"AT3G52140_ID8","AT3G52140"
"AT3G52140_JS5","AT3G52140"
"AT3G52140_P1","AT3G52140"
"AT3G52180_ID2","AT3G52180"
"AT3G52180_ID8","AT3G52180"
"AT3G52180_ID9","AT3G52180"
"AT3G52180_JS5","AT3G52180"
"AT3G52180_P1","AT3G52180"
"AT3G52180_P2","AT3G52180"
"AT3G52180_P3","AT3G52180"
"AT3G52180_P4","AT3G52180"
"AT3G52180_s1","AT3G52180"
"AT3G52180_s2","AT3G52180"
"AT3G52190_P1","AT3G52190"
"AT3G52190_c1","AT3G52190"
"AT3G52280.2","AT3G52280"
"AT3G52280_P1","AT3G52280"
"AT3G52310.1","AT3G52310"
"AT3G52310_P1","AT3G52310"
"AT3G52340_ID11","AT3G52340"
"AT3G52340_ID12","AT3G52340"
"AT3G52340_ID13","AT3G52340"
"AT3G52340_ID18","AT3G52340"
"AT3G52340_ID28","AT3G52340"
"AT3G52340_ID4","AT3G52340"
"AT3G52340_ID5","AT3G52340"
"AT3G52340_ID6","AT3G52340"
"AT3G52340_JC24","AT3G52340"
"AT3G52340_P1","AT3G52340"
"AT3G52340_P2","AT3G52340"
"AT3G52340_P4","AT3G52340"
"AT3G52340_P5","AT3G52340"
"AT3G52340_P6","AT3G52340"
"AT3G52340_P7","AT3G52340"
"AT3G52340_c2","AT3G52340"
"AT3G52340_c3","AT3G52340"
"AT3G52340_c4","AT3G52340"
"AT3G52340_c5","AT3G52340"
"AT3G52340_c6","AT3G52340"
"AT3G52345.1","AT3G52345"
"AT3G52360_ID2","AT3G52360"
"AT3G52360_P1","AT3G52360"
"AT3G52360_c1","AT3G52360"
"AT3G52370_P2","AT3G52370"
"AT3G52450_P1","AT3G52450"
"AT3G52470_P1","AT3G52470"
"AT3G52480.1","AT3G52480"
"AT3G52540_P1","AT3G52540"
"AT3G52560.2","AT3G52560"
"AT3G52560.3","AT3G52560"
"AT3G52560.4","AT3G52560"
"AT3G52560_P1","AT3G52560"
"AT3G52630.2","AT3G52630"
"AT3G52630_ID2","AT3G52630"
"AT3G52640.2","AT3G52640"
"AT3G52640.3","AT3G52640"
"AT3G52640_ID2","AT3G52640"
"AT3G52640_P1","AT3G52640"
"AT3G52640_s1","AT3G52640"
"AT3G52660_JC4","AT3G52660"
"AT3G52660_JC6","AT3G52660"
"AT3G52660_P1","AT3G52660"
"AT3G52660_P2","AT3G52660"
"AT3G52660_P3","AT3G52660"
"AT3G52660_s1","AT3G52660"
"AT3G52660_s2","AT3G52660"
"AT3G52705.1","AT3G52705"
"AT3G52730_P1","AT3G52730"
"AT3G52730_P2","AT3G52730"
"AT3G52730_c1","AT3G52730"
"AT3G52740_P1","AT3G52740"
"AT3G52760_P1","AT3G52760"
"AT3G52760_c1","AT3G52760"
"AT3G52770_P1","AT3G52770"
"AT3G52770_c2","AT3G52770"
"AT3G52770_s1","AT3G52770"
"AT3G52800_P1","AT3G52800"
"AT3G52800_P2","AT3G52800"
"AT3G52820_P1","AT3G52820"
"AT3G52840_ID15","AT3G52840"
"AT3G52840_ID6","AT3G52840"
"AT3G52840_P2","AT3G52840"
"AT3G52840_c1","AT3G52840"
"AT3G52840_s1","AT3G52840"
"AT3G52920_P1","AT3G52920"
"AT3G52920_P2","AT3G52920"
"AT3G52930_ID1","AT3G52930"
"AT3G52930_ID2","AT3G52930"
"AT3G52930_ID3","AT3G52930"
"AT3G52930_P1","AT3G52930"
"AT3G52930_c1","AT3G52930"
