"TXNAME","GENEIND"
"AT4G04750_ID42","AT4G04750"
"AT4G04750_ID47","AT4G04750"
"AT4G04750_ID48","AT4G04750"
"AT4G04750_ID52","AT4G04750"
"AT4G04750_JC22","AT4G04750"
"AT4G04750_JC23","AT4G04750"
"AT4G04750_s2","AT4G04750"
"AT4G04760_c1","AT4G04760"
"AT4G04760_P2","AT4G04760"
"AT4G04760_P3","AT4G04760"
"AT4G04760.1","AT4G04760"
"AT4G04760_JS6","AT4G04760"
"AT4G04770.1","AT4G04770"
"AT4G04770_ID3","AT4G04770"
"AT4G04775.1","AT4G04775"
"AT4G04775_P1","AT4G04775"
"AT4G04780_P1","AT4G04780"
"AT4G04780_s1","AT4G04780"
"AT4G04780_JC3","AT4G04780"
"AT4G04780_JC6","AT4G04780"
"AT4G04780_JC7","AT4G04780"
"AT4G04790_P1","AT4G04790"
"AT4G04790_P2","AT4G04790"
"AT4G04790_P3","AT4G04790"
"AT4G04800_P1","AT4G04800"
"AT4G04800_s1","AT4G04800"
"AT4G04810_P1","AT4G04810"
"AT4G04810_P2","AT4G04810"
"AT4G04810_c1","AT4G04810"
"AT4G04810_JC7","AT4G04810"
"AT4G04820.1","AT4G04820"
"AT4G04830_P1","AT4G04830"
"AT4G04830_P2","AT4G04830"
"AT4G04840_P1","AT4G04840"
"AT4G04840_ID1","AT4G04840"
"AT4G04840_ID3","AT4G04840"
"AT4G04850.2","AT4G04850"
"AT4G04850_JC2","AT4G04850"
"AT4G04850_JS2","AT4G04850"
"AT4G04850.1","AT4G04850"
"AT4G04860_P1","AT4G04860"
"AT4G04860_ID2","AT4G04860"
"AT4G04870_ID3","AT4G04870"
"AT4G04870_s1","AT4G04870"
"AT4G04870_P1","AT4G04870"
"AT4G04880_P1","AT4G04880"
"AT4G04880_s1","AT4G04880"
"AT4G04880_JS2","AT4G04880"
"AT4G04880_c2","AT4G04880"
"AT4G04880_P2","AT4G04880"
"AT4G04880_P3","AT4G04880"
"AT4G04880_ID21","AT4G04880"
"AT4G04885_P1","AT4G04885"
"AT4G04885_c1","AT4G04885"
"AT4G04890_P1","AT4G04890"
"AT4G04890_s1","AT4G04890"
"AT4G04890_s2","AT4G04890"
"AT4G04890_JS1","AT4G04890"
"AT4G04900_s1","AT4G04900"
"AT4G04910_s1","AT4G04910"
"AT4G04910_P1","AT4G04910"
"AT4G04920_JC1","AT4G04920"
"AT4G04920_JS2","AT4G04920"
"AT4G04920_JS3","AT4G04920"
"AT4G04920_JS4","AT4G04920"
"AT4G04920.2","AT4G04920"
"AT4G04920_s3","AT4G04920"
"AT4G04920_JS9","AT4G04920"
"AT4G04920.1","AT4G04920"
"AT4G04925_c1","AT4G04925"
"AT4G04930_P1","AT4G04930"
"AT4G04940_P1","AT4G04940"
"AT4G04940_P2","AT4G04940"
"AT4G04950_P1","AT4G04950"
"AT4G04953.1","AT4G04953"
"AT4G04955_c1","AT4G04955"
"AT4G04955_P1","AT4G04955"
"AT4G04955_c2","AT4G04955"
"AT4G04955_ID2","AT4G04955"
"AT4G04955_ID3","AT4G04955"
"AT4G04957.1","AT4G04957"
"AT4G04960_c1","AT4G04960"
"AT4G04960_P1","AT4G04960"
"AT4G04960_c2","AT4G04960"
"AT4G04960_s1","AT4G04960"
"AT4G04960_P2","AT4G04960"
"AT4G04970_P1","AT4G04970"
"AT4G04972.1","AT4G04972"
"AT4G04980.1","AT4G04980"
"AT4G04985.1","AT4G04985"
"AT4G04990_c1","AT4G04990"
"AT4G04990_c2","AT4G04990"
"AT4G04990_P1","AT4G04990"
"AT4G05000_P2","AT4G05000"
"AT4G05000_P1","AT4G05000"
"AT4G05000_JS4","AT4G05000"
"AT4G05000_s1","AT4G05000"
"AT4G05000_P3","AT4G05000"
"AT4G05010_P1","AT4G05010"
"AT4G05010_c1","AT4G05010"
"AT4G05018_P1","AT4G05018"
"AT4G05020_P1","AT4G05020"
"AT4G05020.2","AT4G05020"
"AT4G05020_ID2","AT4G05020"
"AT4G05030_P1","AT4G05030"
"AT4G05040_P3","AT4G05040"
"AT4G05040_P5","AT4G05040"
"AT4G05040_P6","AT4G05040"
"AT4G05040_P2","AT4G05040"
"AT4G05040_JS2","AT4G05040"
"AT4G05040_JS3","AT4G05040"
"AT4G05040_JC11","AT4G05040"
"AT4G05040_JC6","AT4G05040"
"AT4G05040_JC9","AT4G05040"
"AT4G05040_c2","AT4G05040"
"AT4G05040_c3","AT4G05040"
"AT4G05040_P4","AT4G05040"
"AT4G05040_P1","AT4G05040"
"AT4G05048.1","AT4G05048"
"AT4G05049.1","AT4G05049"
"AT4G05050.3","AT4G05050"
"AT4G05050_P4","AT4G05050"
"AT4G05050_P2","AT4G05050"
"AT4G05050_s1","AT4G05050"
"AT4G05050_c1","AT4G05050"
"AT4G05050_P1","AT4G05050"
"AT4G05053.1","AT4G05053"
"AT4G05060_P1","AT4G05060"
"AT4G05070_P1","AT4G05070"
"AT4G05071.1","AT4G05071"
"AT4G05073.1","AT4G05073"
"AT4G05076.1","AT4G05076"
"AT4G05080.1","AT4G05080"
"AT4G05087.1","AT4G05087"
"AT4G05090_P1","AT4G05090"
"AT4G05090_ID1","AT4G05090"
"AT4G05090_ID2","AT4G05090"
"AT4G05090_ID3","AT4G05090"
"AT4G05090_ID4","AT4G05090"
"AT4G05090_ID7","AT4G05090"
"AT4G05090_ID8","AT4G05090"
"AT4G05090_P2","AT4G05090"
"AT4G05091_P1","AT4G05091"
"AT4G05095.1","AT4G05095"
"AT4G05097_P1","AT4G05097"
"AT4G05100_P1","AT4G05100"
"AT4G05110_P2","AT4G05110"
"AT4G05105_s1","AT4G05105"
"AT4G05120_P1","AT4G05120"
"AT4G05120_s1","AT4G05120"
"AT4G05120_P2","AT4G05120"
"AT4G05120_ID2","AT4G05120"
"AT4G05130_P1","AT4G05130"
"AT4G05130_ID5","AT4G05130"
"AT4G05130_ID8","AT4G05130"
"AT4G05133.1","AT4G05133"
"AT4G05136.1","AT4G05136"
"AT4G05140.1","AT4G05140"
"AT4G05145.1","AT4G05145"
"AT4G05150_P1","AT4G05150"
"AT4G05150_c1","AT4G05150"
"AT4G05160_P1","AT4G05160"
"AT4G05160_ID2","AT4G05160"
"AT4G05160_ID3","AT4G05160"
"AT4G05170_P1","AT4G05170"
"AT4G05170_P3","AT4G05170"
"AT4G05170_P4","AT4G05170"
"AT4G05170_P5","AT4G05170"
"AT4G05170_P6","AT4G05170"
"AT4G05170_P7","AT4G05170"
"AT4G05180_s1","AT4G05180"
"AT4G05180_c1","AT4G05180"
"AT4G05180_P2","AT4G05180"
"AT4G05190_P1","AT4G05190"
"AT4G05190_c1","AT4G05190"
"AT4G05190_c2","AT4G05190"
"AT4G05190_P2","AT4G05190"
"AT4G05200_P1","AT4G05200"
"AT4G05210_JS1","AT4G05210"
"AT4G05210.1","AT4G05210"
"AT4G05210_ID10","AT4G05210"
"AT4G05210_ID2","AT4G05210"
"AT4G05210_ID3","AT4G05210"
"AT4G05210_ID5","AT4G05210"
"AT4G05210_ID6","AT4G05210"
"AT4G05210_ID7","AT4G05210"
"AT4G05210_P3","AT4G05210"
"AT4G05220.1","AT4G05220"
"AT4G05230.1","AT4G05230"
"AT4G05240.1","AT4G05240"
"AT4G05250.1","AT4G05250"
"AT4G05260.1","AT4G05260"
"AT4G05265.1","AT4G05265"
"AT4G05270.1","AT4G05270"
"AT4G05280.1","AT4G05280"
"AT4G05290.1","AT4G05290"
"AT4G05300.1","AT4G05300"
"AT4G05303.1","AT4G05303"
"AT4G05306.1","AT4G05306"
"AT4G05310.1","AT4G05310"
"AT4G05320_P2","AT4G05320"
"AT4G05320_P6","AT4G05320"
"AT4G05320.1","AT4G05320"
"AT4G05320.5","AT4G05320"
"AT4G05320_JC5","AT4G05320"
"AT4G05320_P7","AT4G05320"
"AT4G05320_s1","AT4G05320"
"AT4G05320_s2","AT4G05320"
"AT4G05320_s4","AT4G05320"
"AT4G05320_ID2","AT4G05320"
"AT4G05320.4","AT4G05320"
"AT4G05330_s1","AT4G05330"
"AT4G05330_P2","AT4G05330"
"AT4G05330_P1","AT4G05330"
"AT4G05330_JC20","AT4G05330"
"AT4G05330_JC21","AT4G05330"
"AT4G05330_P3","AT4G05330"
"AT4G05330_ID23","AT4G05330"
"AT4G05330_ID29","AT4G05330"
"AT4G05330_ID35","AT4G05330"
"AT4G05330_ID27","AT4G05330"
"AT4G05330_ID33","AT4G05330"
"AT4G05330_ID9","AT4G05330"
"AT4G05340.1","AT4G05340"
"AT4G05350.1","AT4G05350"
"AT4G05360.1","AT4G05360"
"AT4G05380_P1","AT4G05380"
"AT4G05370.1","AT4G05370"
"AT4G05390.2","AT4G05390"
"AT4G05390_JS2","AT4G05390"
"AT4G05390_P1","AT4G05390"
"AT4G05400_P1","AT4G05400"
"AT4G05400_P2","AT4G05400"
"AT4G05410_ID10","AT4G05410"
"AT4G05410_ID6","AT4G05410"
"AT4G05410_P1","AT4G05410"
"AT4G05420_P1","AT4G05420"
"AT4G05420_ID3","AT4G05420"
"AT4G05420_ID5","AT4G05420"
"AT4G05420.2","AT4G05420"
"AT4G05420_c1","AT4G05420"
"AT4G05430_P3","AT4G05430"
"AT4G05440_P1","AT4G05440"
"AT4G05440_P2","AT4G05440"
"AT4G05450_P1","AT4G05450"
"AT4G05450_ID2","AT4G05450"
"AT4G05450_P2","AT4G05450"
"AT4G05460.1","AT4G05460"
"AT4G05470_P1","AT4G05470"
"AT4G05470.1","AT4G05470"
"AT4G05475.1","AT4G05475"
"AT4G05490.1","AT4G05490"
"AT4G05494.1","AT4G05494"
"AT4G05495.1","AT4G05495"
"AT4G05497_P1","AT4G05497"
"AT4G05500.1","AT4G05500"
"AT4G05502.1","AT4G05502"
"AT4G05505.1","AT4G05505"
"AT4G05508.1","AT4G05508"
"AT4G05510.1","AT4G05510"
"AT4G05520_c1","AT4G05520"
"AT4G05520_P1","AT4G05520"
"AT4G05520_JS1","AT4G05520"
"AT4G05520.2","AT4G05520"
"AT4G05523.1","AT4G05523"
"AT4G05526.1","AT4G05526"
"AT4G05530_c1","AT4G05530"
"AT4G05530_c2","AT4G05530"
"AT4G05530.1","AT4G05530"
"AT4G05540_P1","AT4G05540"
"AT4G05550.1","AT4G05550"
"AT4G05553.1","AT4G05553"
"AT4G05556.1","AT4G05556"
"AT4G05560.1","AT4G05560"
"AT4G05570.1","AT4G05570"
"AT4G05580.1","AT4G05580"
"AT4G05575.1","AT4G05575"
"AT4G05555_P1","AT4G05555"
"AT4G05581.1","AT4G05581"
"AT4G05582.1","AT4G05582"
"AT4G05583.2","AT4G05583"
"AT4G05584.1","AT4G05584"
"AT4G05585.1","AT4G05585"
"AT4G05586.1","AT4G05586"
"AT4G05587_c1","AT4G05587"
"AT4G05588.1","AT4G05588"
"AT4G05589.1","AT4G05589"
"AT4G05591.1","AT4G05591"
"AT4G05592.1","AT4G05592"
"AT4G05593.1","AT4G05593"
"AT4G05594.1","AT4G05594"
"AT4G05590_P1","AT4G05590"
"AT4G05590_P3","AT4G05590"
"AT4G05590_ID2","AT4G05590"
"AT4G05590_ID3","AT4G05590"
"AT4G05590_ID4","AT4G05590"
"AT4G05590_ID5","AT4G05590"
"AT4G05590.2","AT4G05590"
"AT4G05590_c2","AT4G05590"
"AT4G05590_c3","AT4G05590"
"AT4G05595.1","AT4G05595"
"AT4G05597.1","AT4G05597"
"AT4G05600.1","AT4G05600"
"AT4G05610.1","AT4G05610"
"AT4G05612.1","AT4G05612"
"AT4G05612.2","AT4G05612"
"AT4G05613.1","AT4G05613"
"AT4G05616.1","AT4G05616"
"AT4G05620.1","AT4G05620"
"AT4G05630.1","AT4G05630"
"AT4G05635.1","AT4G05635"
"AT4G05632.1","AT4G05632"
"AT4G05633.1","AT4G05633"
"AT4G05633_c1","AT4G05633"
"AT4G05634.1","AT4G05634"
"AT4G05636.1","AT4G05636"
"AT4G05638.1","AT4G05638"
"AT4G05640.1","AT4G05640"
"AT4G05640_c1","AT4G05640"
"AT4G05918.1","AT4G05918"
"AT4G06196.1","AT4G06196"
"AT4G06474.1","AT4G06474"
"AT4G06477.1","AT4G06477"
"AT4G06479.1","AT4G06479"
"AT4G06480.2","AT4G06480"
"AT4G06481.1","AT4G06481"
"AT4G06482.1","AT4G06482"
"AT4G06483.1","AT4G06483"
"AT4G06484.1","AT4G06484"
"AT4G06485.1","AT4G06485"
"AT4G06486.1","AT4G06486"
"AT4G06487.1","AT4G06487"
"AT4G06488.1","AT4G06488"
"AT4G06489.1","AT4G06489"
"AT4G06490.1","AT4G06490"
"AT4G06491.1","AT4G06491"
"AT4G06492.1","AT4G06492"
"AT4G06493.1","AT4G06493"
"AT4G06494.1","AT4G06494"
"AT4G06495.1","AT4G06495"
"AT4G06496.1","AT4G06496"
"AT4G06497.1","AT4G06497"
"AT4G06498.1","AT4G06498"
"AT4G06499.1","AT4G06499"
"AT4G06500.1","AT4G06500"
"AT4G06501.1","AT4G06501"
"AT4G06502.1","AT4G06502"
"AT4G06503.1","AT4G06503"
"AT4G06504.1","AT4G06504"
"AT4G06505.1","AT4G06505"
"AT4G06506.1","AT4G06506"
"AT4G06507.1","AT4G06507"
"AT4G06508.1","AT4G06508"
"AT4G06509.1","AT4G06509"
"AT4G06510.1","AT4G06510"
"AT4G06511.1","AT4G06511"
"AT4G06512.1","AT4G06512"
"AT4G06513.1","AT4G06513"
"AT4G06514.1","AT4G06514"
"AT4G06515.1","AT4G06515"
"AT4G06586.1","AT4G06586"
"AT4G06516.1","AT4G06516"
"AT4G06517.1","AT4G06517"
"AT4G06615.1","AT4G06615"
"AT4G06518.1","AT4G06518"
"AT4G06519.1","AT4G06519"
"AT4G06520.1","AT4G06520"
"AT4G06521.1","AT4G06521"
"AT4G06522.1","AT4G06522"
"AT4G06617.1","AT4G06617"
"AT4G06523.1","AT4G06523"
"AT4G06619_s1","AT4G06619"
"AT4G06524.1","AT4G06524"
"AT4G06525.1","AT4G06525"
"AT4G06526.1","AT4G06526"
"AT4G06527.1","AT4G06527"
"AT4G06528.1","AT4G06528"
"AT4G06529.1","AT4G06529"
"AT4G06530.1","AT4G06530"
"AT4G06531.1","AT4G06531"
"AT4G06532.1","AT4G06532"
"AT4G06533.1","AT4G06533"
"AT4G06534_P1","AT4G06534"
"AT4G06535.1","AT4G06535"
"AT4G06536_P1","AT4G06536"
"AT4G06537.1","AT4G06537"
"AT4G06538.1","AT4G06538"
"AT4G06539.1","AT4G06539"
"AT4G06540.1","AT4G06540"
"AT4G06541.1","AT4G06541"
"AT4G06542.1","AT4G06542"
"AT4G06543.1","AT4G06543"
"AT4G06544_c1","AT4G06544"
"AT4G06545.1","AT4G06545"
"AT4G06621.1","AT4G06621"
"AT4G06623.1","AT4G06623"
"AT4G06546.1","AT4G06546"
"AT4G06547.1","AT4G06547"
"AT4G06548.1","AT4G06548"
"AT4G06549.1","AT4G06549"
"AT4G06550.1","AT4G06550"
"AT4G06551.1","AT4G06551"
"AT4G06552.1","AT4G06552"
"AT4G06553.1","AT4G06553"
"AT4G06554.1","AT4G06554"
"AT4G06555_c1","AT4G06555"
"AT4G06556.1","AT4G06556"
"AT4G06557.1","AT4G06557"
"AT4G06558.1","AT4G06558"
"AT4G06559.1","AT4G06559"
"AT4G06560.1","AT4G06560"
"AT4G06561.1","AT4G06561"
"AT4G06562.1","AT4G06562"
"AT4G06563.1","AT4G06563"
"AT4G06564.1","AT4G06564"
"AT4G06565.1","AT4G06565"
"AT4G06566_s1","AT4G06566"
"AT4G06566_s2","AT4G06566"
"AT4G06566_c3","AT4G06566"
"AT4G06567.1","AT4G06567"
"AT4G06568.1","AT4G06568"
"AT4G06569.1","AT4G06569"
"AT4G06570_s1","AT4G06570"
"AT4G06570_s2","AT4G06570"
"AT4G06570_c1","AT4G06570"
"AT4G06570_c2","AT4G06570"
"AT4G06570_c3","AT4G06570"
"AT4G06570.1","AT4G06570"
"AT4G06639.1","AT4G06639"
"AT4G06637.1","AT4G06637"
"AT4G06571.1","AT4G06571"
"AT4G06572.1","AT4G06572"
"AT4G06573.1","AT4G06573"
"AT4G06574.1","AT4G06574"
"AT4G06575.1","AT4G06575"
"AT4G06576.1","AT4G06576"
"AT4G06577.1","AT4G06577"
"AT4G06578.1","AT4G06578"
"AT4G06579.1","AT4G06579"
"AT4G06580.1","AT4G06580"
"AT4G06581.1","AT4G06581"
"AT4G06582.1","AT4G06582"
"AT4G06583.1","AT4G06583"
"AT4G06583.2","AT4G06583"
"AT4G06584.1","AT4G06584"
"AT4G06585.1","AT4G06585"
"AT4G06587_c1","AT4G06587"
"AT4G06588.1","AT4G06588"
"AT4G06625.1","AT4G06625"
"AT4G06627.1","AT4G06627"
"AT4G06589.1","AT4G06589"
"AT4G06629.1","AT4G06629"
"AT4G06631.1","AT4G06631"
"AT4G06590.1","AT4G06590"
"AT4G06591.1","AT4G06591"
"AT4G06592_s1","AT4G06592"
"AT4G06592.1","AT4G06592"
"AT4G06593.1","AT4G06593"
"AT4G06633.1","AT4G06633"
"AT4G06594.1","AT4G06594"
"AT4G06595.1","AT4G06595"
"AT4G06596.1","AT4G06596"
"AT4G06597.1","AT4G06597"
"AT4G06635.1","AT4G06635"
"AT4G06598_P1","AT4G06598"
"AT4G06598_P3","AT4G06598"
"AT4G06599.1","AT4G06599"
"AT4G06600.1","AT4G06600"
"AT4G06601.1","AT4G06601"
"AT4G06602.1","AT4G06602"
"AT4G06603.1","AT4G06603"
"AT4G06604.1","AT4G06604"
"AT4G06605.1","AT4G06605"
"AT4G06606.1","AT4G06606"
"AT4G06607.1","AT4G06607"
"AT4G06608.1","AT4G06608"
"AT4G06609.1","AT4G06609"
"AT4G06610.1","AT4G06610"
"AT4G06611.1","AT4G06611"
"AT4G06612.1","AT4G06612"
"AT4G06613.1","AT4G06613"
"AT4G06614.1","AT4G06614"
"AT4G06616.1","AT4G06616"
"AT4G06618.1","AT4G06618"
"AT4G06620.1","AT4G06620"
"AT4G06622.1","AT4G06622"
"AT4G06624.1","AT4G06624"
"AT4G06626.1","AT4G06626"
"AT4G06628.1","AT4G06628"
"AT4G06630.1","AT4G06630"
"AT4G06643_P1","AT4G06643"
"AT4G06632.1","AT4G06632"
"AT4G06641.1","AT4G06641"
"AT4G06634_s1","AT4G06634"
"AT4G06634_s2","AT4G06634"
"AT4G06634.2","AT4G06634"
"AT4G06634.1","AT4G06634"
"AT4G06634.3","AT4G06634"
"AT4G06636.1","AT4G06636"
"AT4G06638.1","AT4G06638"
"AT4G06640.1","AT4G06640"
"AT4G06642.1","AT4G06642"
"AT4G06644.1","AT4G06644"
"AT4G06646.1","AT4G06646"
"AT4G06648.1","AT4G06648"
"AT4G06650.1","AT4G06650"
"AT4G06652.1","AT4G06652"
"AT4G06654.1","AT4G06654"
"AT4G06656.1","AT4G06656"
"AT4G06658.1","AT4G06658"
"AT4G06660.1","AT4G06660"
"AT4G06664_c1","AT4G06664"
"AT4G06666.1","AT4G06666"
"AT4G06668.1","AT4G06668"
"AT4G06655_P1","AT4G06655"
"AT4G06670.1","AT4G06670"
"AT4G06672_c1","AT4G06672"
"AT4G06674.1","AT4G06674"
"AT4G06676_P1","AT4G06676"
"AT4G06676_P2","AT4G06676"
"AT4G06676_ID4","AT4G06676"
"AT4G06676_ID5","AT4G06676"
"AT4G06676.2","AT4G06676"
"AT4G06676_JC9","AT4G06676"
"AT4G06676_c2","AT4G06676"
"AT4G06678.1","AT4G06678"
"AT4G06680.1","AT4G06680"
"AT4G06682.1","AT4G06682"
"AT4G06684.1","AT4G06684"
"AT4G06686.1","AT4G06686"
"AT4G06688.1","AT4G06688"
"AT4G06692.1","AT4G06692"
"AT4G06694.1","AT4G06694"
"AT4G06696.1","AT4G06696"
"AT4G06697.1","AT4G06697"
"AT4G06701.5","AT4G06701"
"AT4G06701_ID1","AT4G06701"
"AT4G06701_ID10","AT4G06701"
"AT4G06701_ID14","AT4G06701"
"AT4G06701_ID17","AT4G06701"
"AT4G06701_ID2","AT4G06701"
"AT4G06701_ID3","AT4G06701"
"AT4G06701_ID6","AT4G06701"
"AT4G06701.3","AT4G06701"
"AT4G06701.2","AT4G06701"
"AT4G06701.4","AT4G06701"
"AT4G06701.1","AT4G06701"
"AT4G06699.1","AT4G06699"
"AT4G06698.1","AT4G06698"
"AT4G06700.1","AT4G06700"
"AT4G06702.1","AT4G06702"
"AT4G06704.1","AT4G06704"
"AT4G06708.1","AT4G06708"
"AT4G06710.1","AT4G06710"
"AT4G06712.1","AT4G06712"
"AT4G06714.1","AT4G06714"
"AT4G06716.1","AT4G06716"
"AT4G06718.1","AT4G06718"
"AT4G06720.1","AT4G06720"
"AT4G06722.1","AT4G06722"
"AT4G06724.1","AT4G06724"
"AT4G06726.1","AT4G06726"
"AT4G06728.1","AT4G06728"
"AT4G06730.1","AT4G06730"
"AT4G06732.1","AT4G06732"
"AT4G06734.1","AT4G06734"
"AT4G06735.1","AT4G06735"
"AT4G06736.1","AT4G06736"
"AT4G06738.1","AT4G06738"
"AT4G06740.1","AT4G06740"
"AT4G06742.1","AT4G06742"
"AT4G06744_P1","AT4G06744"
"AT4G06746_P1","AT4G06746"
"AT4G06748_c1","AT4G06748"
"AT4G06748_c2","AT4G06748"
"AT4G06748_c3","AT4G06748"
"AT4G06748_c5","AT4G06748"
"AT4G06748_s1","AT4G06748"
"AT4G06748_s2","AT4G06748"
"AT4G06748_s3","AT4G06748"
"AT4G06750.1","AT4G06750"
"AT4G06752.1","AT4G06752"
"AT4G07031.1","AT4G07031"
"AT4G07310.1","AT4G07310"
"AT4G07315.1","AT4G07315"
"AT4G07320.1","AT4G07320"
"AT4G07324.1","AT4G07324"
"AT4G07327.1","AT4G07327"
"AT4G07330.1","AT4G07330"
"AT4G07331.1","AT4G07331"
"AT4G07332.1","AT4G07332"
"AT4G07334.1","AT4G07334"
"AT4G07336.1","AT4G07336"
"AT4G07338.1","AT4G07338"
"AT4G07339.1","AT4G07339"
"AT4G07325_P1","AT4G07325"
"AT4G07340.1","AT4G07340"
"AT4G07350.1","AT4G07350"
"AT4G07355.1","AT4G07355"
"AT4G07360.1","AT4G07360"
"AT4G07370.1","AT4G07370"
"AT4G07380.1","AT4G07380"
"AT4G07390_P1","AT4G07390"
"AT4G07390_P2","AT4G07390"
"AT4G07390_c1","AT4G07390"
"AT4G07390_ID2","AT4G07390"
"AT4G07390_ID3","AT4G07390"
"AT4G07400_P1","AT4G07400"
"AT4G07400_ID2","AT4G07400"
"AT4G07408_P1","AT4G07408"
"AT4G07410_c1","AT4G07410"
"AT4G07410_ID3","AT4G07410"
"AT4G07410_ID5","AT4G07410"
"AT4G07410_ID8","AT4G07410"
"AT4G07410.1","AT4G07410"
"AT4G07410.2","AT4G07410"
"AT4G07410_JC6","AT4G07410"
"AT4G07415.1","AT4G07415"
"AT4G07420.1","AT4G07420"
"AT4G07425.1","AT4G07425"
"AT4G07430.1","AT4G07430"
"AT4G07435.1","AT4G07435"
"AT4G07440.1","AT4G07440"
"AT4G07450.1","AT4G07450"
"AT4G07452.1","AT4G07452"
"AT4G07454.1","AT4G07454"
"AT4G07456.1","AT4G07456"
"AT4G07458_c1","AT4G07458"
"AT4G07460.1","AT4G07460"
"AT4G07470.1","AT4G07470"
"AT4G07445_P1","AT4G07445"
"AT4G07475.1","AT4G07475"
"AT4G07480.1","AT4G07480"
"AT4G07485.1","AT4G07485"
"AT4G07485_c1","AT4G07485"
"AT4G07490.1","AT4G07490"
"AT4G07491.1","AT4G07491"
"AT4G07492.1","AT4G07492"
"AT4G07493.1","AT4G07493"
"AT4G07494.1","AT4G07494"
"AT4G07495.1","AT4G07495"
"AT4G07496.1","AT4G07496"
"AT4G07498.1","AT4G07498"
"AT4G07500.1","AT4G07500"
"AT4G07502.1","AT4G07502"
"AT4G07504.1","AT4G07504"
"AT4G07507_JC15","AT4G07507"
"AT4G07507_JC20","AT4G07507"
"AT4G07507_JC30","AT4G07507"
"AT4G07507_JC5","AT4G07507"
"AT4G07507_JC9","AT4G07507"
"AT4G07507_JS11","AT4G07507"
"AT4G07507_JS12","AT4G07507"
"AT4G07507_JS13","AT4G07507"
"AT4G07507_JS16","AT4G07507"
"AT4G07507_JS19","AT4G07507"
"AT4G07507_JS22","AT4G07507"
"AT4G07507_JS6","AT4G07507"
"AT4G07507_JS7","AT4G07507"
"AT4G07507_JS8","AT4G07507"
"AT4G07507_JS9","AT4G07507"
"AT4G07507_s2","AT4G07507"
"AT4G07507_s3","AT4G07507"
"AT4G07507_s4","AT4G07507"
"AT4G07507_s5","AT4G07507"
"AT4G07507_s6","AT4G07507"
"AT4G07507_s7","AT4G07507"
"AT4G07507_s8","AT4G07507"
"AT4G07455_P1","AT4G07455"
"AT4G07510.1","AT4G07510"
"AT4G07515.1","AT4G07515"
"AT4G07516.1","AT4G07516"
"AT4G07517.1","AT4G07517"
"AT4G07518_s1","AT4G07518"
"AT4G07518.1","AT4G07518"
"AT4G07519.1","AT4G07519"
"AT4G07521.1","AT4G07521"
"AT4G07522.1","AT4G07522"
"AT4G07523.1","AT4G07523"
"AT4G07520.1","AT4G07520"
"AT4G07524.1","AT4G07524"
"AT4G07525.1","AT4G07525"
"AT4G07526_c1","AT4G07526"
"AT4G07526.1","AT4G07526"
"AT4G07526.2","AT4G07526"
"AT4G07526.3","AT4G07526"
"AT4G07528.1","AT4G07528"
"AT4G07530.1","AT4G07530"
"AT4G07540.1","AT4G07540"
"AT4G07550.1","AT4G07550"
"AT4G07560.1","AT4G07560"
"AT4G07563.1","AT4G07563"
"AT4G07566.1","AT4G07566"
"AT4G07570.1","AT4G07570"
"AT4G07580.1","AT4G07580"
"AT4G07583.1","AT4G07583"
"AT4G07586.1","AT4G07586"
"AT4G07590.1","AT4G07590"
"AT4G07595.1","AT4G07595"
"AT4G07600.1","AT4G07600"
"AT4G07605.1","AT4G07605"
"AT4G07620.1","AT4G07620"
"AT4G07630.1","AT4G07630"
"AT4G07640.1","AT4G07640"
"AT4G07650.1","AT4G07650"
"AT4G07660.1","AT4G07660"
"AT4G07662.1","AT4G07662"
"AT4G07664.1","AT4G07664"
"AT4G07666.1","AT4G07666"
"AT4G07668.1","AT4G07668"
"AT4G07670.1","AT4G07670"
"AT4G07670.2","AT4G07670"
"AT4G07675.1","AT4G07675"
"AT4G07680.1","AT4G07680"
"AT4G07685.1","AT4G07685"
"AT4G07686.1","AT4G07686"
"AT4G07688.1","AT4G07688"
"AT4G07690.1","AT4G07690"
"AT4G07693.1","AT4G07693"
"AT4G07696.1","AT4G07696"
"AT4G07699.1","AT4G07699"
"AT4G07700.1","AT4G07700"
"AT4G07703.1","AT4G07703"
"AT4G07706.1","AT4G07706"
"AT4G07713.1","AT4G07713"
"AT4G07720.1","AT4G07720"
"AT4G07725.1","AT4G07725"
"AT4G07730.1","AT4G07730"
"AT4G07733.1","AT4G07733"
"AT4G07736.1","AT4G07736"
"AT4G07738.1","AT4G07738"
"AT4G07740.1","AT4G07740"
"AT4G07742.1","AT4G07742"
"AT4G07744.1","AT4G07744"
"AT4G07747.1","AT4G07747"
"AT4G07750.1","AT4G07750"
"AT4G07755.1","AT4G07755"
"AT4G07760.1","AT4G07760"
"AT4G07770.1","AT4G07770"
"AT4G07780.1","AT4G07780"
"AT4G07786.1","AT4G07786"
"AT4G07790.1","AT4G07790"
"AT4G07795.1","AT4G07795"
"AT4G07800.1","AT4G07800"
"AT4G07803.1","AT4G07803"
"AT4G07806.1","AT4G07806"
"AT4G07810.1","AT4G07810"
"AT4G07812.1","AT4G07812"
"AT4G07820_P1","AT4G07820"
"AT4G07825_P1","AT4G07825"
"AT4G07830.1","AT4G07830"
"AT4G07840.1","AT4G07840"
"AT4G07835_P1","AT4G07835"
"AT4G07841.1","AT4G07841"
